id,wmo_reg,sub_reg,river,station,country,lat,lon,area,altitude_station,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,clay,sand,mineral_bulk_density,altitude_basin,forest,impervious,pervious,slope
6335350,6,6351,LAHN,LEUN NEU,DE,50.545162,8.355248,3571.0,134.99,1935.0,2019.0,85.0,0.0,,,,,1935,2019,85,"32,292",1.018360512,285.1751644,0.21347429457066355,0.34515438632238793,0.012248207345260815,327.24477079021426,0.5461295911491146,0.0210523911042583,0.4328180177466269,6.590672370400991
6335601,6,6351,NECKAR,LAUFFEN,DE,49.073397,9.145666,7916.0,159.37,1948.0,2019.0,72.0,0.0,,,,,1948,2019,72,"85,198",2.686804128,339.4143669,0.24826586159410358,0.32545291018665645,0.013010272070804938,491.7223772485561,0.4686809310971311,0.054226632746885,0.477092436155984,6.924401623853583
6335602,6,6351,NECKAR,PLOCHINGEN,DE,48.707,9.419,3995.0,245.86,1918.0,2019.0,102.0,0.0,,,,,1918,2019,102,"46,688",1.472352768,368.5488781,0.2583620994372371,0.3107230853773128,0.013143635019045592,551.2676230920308,0.4605143854937457,0.0276257668270494,0.5118598476792052,6.980397911157038
6335800,6,6351,MAIN,KEMMERN,DE,49.951163,10.873488,4251.0,230.2,1930.0,2019.0,90.0,4.489069025,,,,,1930,2019,90,"43,617",1.375505712,323.5722682,0.2041346741935654,0.38101756193846464,0.012169167553945672,432.51132995864833,0.5386362953320892,0.0116163581952805,0.4497473464726301,6.439376548038163
6336900,6,6361,SAAR RIVER,FREMERSDORF,DE,49.408927,6.648422,6983.0,165.5,1952.0,2019.0,68.0,0.0,,,,,1952,2019,68,"71,82",2.26491552,324.34706,0.24089188245030774,0.3203172575769556,0.012883129952806889,302.851990252662,0.4308759411516661,0.0333128052429632,0.5358112536053713,5.295814800948141
6337500,6,6371,LEINE,GREENE,DE,51.856874,9.939932,2916.0,94.98,1940.0,2017.0,78.0,0.0,,,,,1940,2017,78,"31,298",0.987013728,338.4820741,0.21287065355564003,0.29835090255446234,0.012847897543297343,279.7037927289664,0.3916721112356152,0.0090862117964241,0.5992416769679605,6.239262348613443
6337501,6,6371,ALLER,MARKLENDORF,DE,52.682,9.704,7209.0,23.01,1940.0,2018.0,79.0,0.0,,,,,1940,2018,79,"42,614",1.343875104,186.4162996,0.147019943222319,0.5272159942248777,0.01328282721951056,94.96042516288452,0.3918256343757187,0.0298813101981804,0.5782930554261007,1.6843984816513748
6337502,6,6371,ALLER,CELLE,DE,52.622,10.063,4374.0,31.8,1890.0,2018.0,129.0,0.0,,,,,1890,2018,129,"27,067",0.853584912,195.1497284,0.16066361289035658,0.4746934277781705,0.013079931609019295,110.5118185860452,0.325544226406337,0.0274939568535523,0.6469618167401107,1.8549256297638173
6337503,6,6371,DIEMEL,HELMINGHAUSEN,DE,51.38311,8.728344,103.0,336.97,1940.0,2018.0,79.0,0.0,1940.0,1999.0,60.0,0.0,1940,2018,79,"2,041",0.064364976,624.9026796,0.21325319646521346,0.3663008135884291,0.01217694043606786,560.144750515461,0.7051605366195296,0.0008534793919548,0.2939859839885155,11.626853069530204
6337504,6,6371,EDER,SCHMITTLOTHEIM,DE,51.155679,8.898182,1202.0,245.87,1930.0,2018.0,89.0,0.270161165,,,,,1930,2018,89,"18,58",0.58593888,487.4699501,0.21011346986542,0.3665542234790762,0.01215850822896073,483.5289719552312,0.7260463849956917,0.0033266575376402,0.2706269574666679,8.716303853294031
6337505,6,6371,EDER,AFFOLDERN,DE,51.167717,9.087223,1452.0,193.19,1940.0,2018.0,79.0,0.0,,,,,1940,2018,79,"20,444",0.644721984,444.023405,0.21062829261998559,0.3610587646863227,0.012220577921526676,462.9667920027281,0.6829043202760651,0.0050989529133074,0.3119967268106271,8.415002975939423
6337506,6,6371,FULDA,GREBENAU,DE,51.193,9.498,2975.0,151.03,1950.0,2018.0,69.0,0.0,,,,,1950,2018,69,"25,632",0.808330752,271.7078158,0.20665940442717246,0.364225381848369,0.012162696914383868,373.7854394756636,0.5495652204022473,0.0106262732525505,0.4398085063452021,7.239363974305153
6337507,6,6371,FULDA,GUNTERSHAUSEN,DE,51.227,9.469,6366.0,140.89,1920.0,2018.0,99.0,0.0,,,,,1920,2018,99,"55,338",1.745139168,274.1343336,0.2103806268438669,0.3519213752723981,0.012270594226067228,375.96664586410895,0.5337571153545515,0.0077202095826717,0.4585226750627764,6.998551326048535
6337508,6,6371,FULDA,ROTENBURG,DE,51.004,9.72,2523.0,179.54,1920.0,2018.0,99.0,0.0,,,,,1920,2018,99,"21,363",0.673703568,267.024799,0.20760172563083287,0.3616266380307034,0.012172272789044192,380.5688878851246,0.540696202194983,0.011747130405705,0.4475566673993119,6.898700847291713
6337509,6,6371,LEINE,HERRENHAUSEN,DE,52.388,9.676,5304.0,43.81,1940.0,2018.0,79.0,0.0,,,,,1940,2018,79,"49,797",1.570398192,296.0780905,0.209090197465318,0.2945768247157984,0.0129405009778345,232.9009332392298,0.3586266732881012,0.0213370006291925,0.6200363260827061,5.577957045104445
6337510,6,6371,LEINE,SCHWARMSTEDT,DE,52.683,9.604,6443.0,21.0,1940.0,2018.0,79.0,0.0,,,,,1940,2018,79,"60,409",1.905058224,295.6787559,0.20273025001448464,0.3177922736079537,0.012989211968746297,205.43265240259623,0.3397280948780071,0.0259351787357737,0.6343367263862193,4.934929570530223
6337511,6,6371,WERRA,ALLENDORF,DE,51.270925,9.974833,5166.0,143.52,1941.0,2018.0,78.0,0.0,,,,,1941,2018,78,"46,342",1.461441312,282.8961115,0.2183954880095156,0.35383662748226463,0.012436216576832082,407.0844448314596,0.5057198545225816,0.0079295131504488,0.4863506323269694,7.755760105694346
6337512,6,6371,WERRA,HELDRA,DE,51.125,10.197,4302.0,168.02,1950.0,2018.0,69.0,0.0,,,,,1950,2018,69,"39,692",1.251726912,290.9639498,0.2165402852530174,0.3590496728283471,0.012429046523716385,421.7225758597866,0.5189652432474751,0.0087552113803913,0.4722795453721339,7.65023696401882
6337513,6,6371,WERRA,LETZTER HELLER,DE,51.408,9.709,5487.0,117.4,1940.0,2018.0,79.0,0.003502627,,,,,1940,2018,79,"49,573",1.563334128,284.9160066,0.21819942870402298,0.3534647613318531,0.012422631078741102,401.4778746569994,0.5111250436068452,0.0077397845737875,0.4811351718193675,7.916985214205405
6338100,6,6380,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,DE,52.74,7.24,8369.0,6.71,1940.0,2016.0,77.0,0.0,,,,,1940,2016,77,"79,583",2.509729488,299.8840349,0.12359815331113748,0.6104835746293945,0.013212592825307951,61.48607481555708,0.2144386530899235,0.0313287972006616,0.7542325497094147,1.2563655037771235
6338110,6,6380,EMS RIVER,DALUM,DE,52.595595,7.24852,4981.0,12.42,1964.0,2019.0,56.0,0.0,,,,,1964,2019,56,"47,418",1.495374048,300.215629,0.13373433083869712,0.5831976457435968,0.013005011542243655,70.76820373822065,0.2185106775547536,0.0397638773023137,0.7417254451429333,1.183920095444791
6338120,6,6380,EMS RIVER,GREVEN,DE,52.094,7.603,2842.0,32.71,1900.0,2017.0,118.0,0.0,,,,,1900,2017,118,"26,08",0.82245888,289.3943983,0.15023411624677088,0.5477401216255903,0.012957922018896255,83.91665319062199,0.2447994260169334,0.0503915015456273,0.704809072437439,1.2242638681416578
6338130,6,6380,EMS RIVER,RHEINE UNTERSCHLEUSE,DE,52.288,7.434,3740.0,24.19,1930.0,2019.0,90.0,0.0,,,,,1930,2019,90,"35,356",1.114986816,298.1248171,0.1422931828844899,0.5624732493130629,0.012935568161123089,78.10414245833917,0.2211674307967363,0.0465038250676399,0.7323287441356239,1.1973394082431588
6340050,6,6401,ILMENAU,BIENENBUETTEL,DE,53.15,10.464,1434.0,14.43,1955.0,2019.0,65.0,0.0,1955.0,2000.0,46.0,0.0,1955,2019,65,"8,966",0.282751776,197.1769707,0.11114576220761077,0.6582514034769749,0.013442232993712161,69.38336025221382,0.4014715168033224,0.0061960023631614,0.5923324808335162,1.5520144307454573
6340200,6,6401,UNSTRUT,LAUCHA,DE,51.226506,11.684707,6218.0,104.51,1945.0,2016.0,72.0,0.0,,,,,1945,2016,72,"30,097",0.949138992,152.6437748,0.2410922669323866,0.28845205700736126,0.01320037001415101,282.7234427941968,0.2597480252252582,0.0161624570668827,0.7240895177078591,4.324151196660719
6340302,6,6401,SAALE,RUDOLSTADT,DE,50.716568,11.33351,2678.0,190.19,1942.0,2017.0,76.0,2.6625387,,,,,1942,2017,76,"25,815",0.81410184,303.9962061,0.18535995151421822,0.4069697093886388,0.011905850850337841,540.6177781461871,0.589520303196383,0.0122289139333795,0.3982507828702374,7.336976207962198
6340600,6,6401,VEREINIGTE MULDE,BAD DUEBEN,DE,51.591,12.581,6171.0,81.5,1960.0,2019.0,60.0,0.0,,,,,1960,2019,60,"62,93",1.98456048,321.594633,0.1793369039725385,0.40019039889922126,0.012136304767019188,438.4231862319525,0.3783440176122795,0.0186879896576246,0.6029679927300958,4.857491100545295
6340610,6,6401,SPREE,GROSSE TRAENKE WEHR UP,DE,52.368,13.997,6171.0,34.78,1959.0,2019.0,61.0,0.678939214,,,,,1959,2019,61,"14,076",0.443900736,71.93335537,0.11658523753492972,0.6519715487694367,0.01374518520267603,117.39046059038655,0.4331939431140212,0.0226860026877498,0.544120054198229,1.7409284601190675
6340700,6,6401,SCHWARZE ELSTER,BAD LIEBENWERDA,DE,51.518745,13.395112,3184.0,83.91,1960.0,2019.0,60.0,0.0,1977.0,1984.0,8.0,0.0,1960,2019,60,"14,965",0.47193624,148.2211809,0.141813178185504,0.5497031707612441,0.012990324803547783,155.68595385278948,0.3752301796393162,0.0290688037552496,0.5957010166054342,1.7588131129911435
6340800,6,6401,SPREE,SPREMBERG,DE,51.577,14.37,2092.0,91.52,1960.0,2011.0,52.0,0.0,,,,,1960,2011,52,"16,014",0.505017504,241.4041606,0.14281595145786116,0.5252294375021059,0.012850381194249826,206.1118951333617,0.3836363720193355,0.0258216623449448,0.5905419656357197,2.5178690806265127
6341500,6,6410,TOLLENSE,KLEMPENOW,DE,53.792563,13.315603,1403.0,1.0,1954.0,2018.0,65.0,3.122861054,1977.0,1984.0,8.0,0.0,1954,2018,65,"6,12",0.19300032,137.5625944,0.15502220321296836,0.5666637250275613,0.013093178269446339,61.01793224396336,0.2017191126903644,0.0119112236694911,0.7863696636401447,1.597160139357818
6342510,6,6421,LECH,AUGSBURG BELOW WERTACH,DE,48.406968,10.888009,3800.0,456.78,1959.0,2019.0,61.0,0.004550419,,,,,1959,2019,61,"113,231",3.570852816,939.6981095,0.2056131028338619,0.3996364415408551,0.012319173170739477,1046.3581681034234,0.4801799836744702,0.0161445478107533,0.5036754685147761,15.719828504978384
6342520,6,6421,ALTMUHL,EICHSTAETT,DE,48.888543,11.196753,1394.8,382.19,1929.0,2019.0,91.0,0.003036468,,,,,1929,2019,91,"9,783",0.308516688,221.190628,0.2375113285349152,0.35331914836241246,0.012832886277861095,481.3390161693653,0.3630885935225827,0.0034613738695488,0.6334500326078687,3.953111548838278
6342925,6,6421,ISAR,LANDAU,DE,48.67375,12.693681,8578.1,333.65,1925.0,2019.0,95.0,0.005814968,,,,,1925,2019,95,"167,756",5.290353216,616.7278554,0.20798785489796867,0.39720903428099497,0.012372895940913089,748.677017118079,0.4539440030555411,0.02940076826142,0.5166552286830385,10.226532137273432
6343500,6,6431,SALZACH,BURGHAUSEN,DE,48.158628,12.834335,6655.1,351.62,1826.0,2019.0,194.0,0.0,1827.0,1989.0,163.0,1.53531218,1826,2019,194,"258,66",8.15710176,1225.691839,0.18767122949947315,0.4337637825670644,0.012250949286471541,1263.8759895597625,0.6099347549886952,0.0097113436176026,0.3803539013937016,27.987806615148685
6357501,6,6571,NEISSE RIVER,GUBEN 2,DE,51.96927,14.706722,4080.0,37.48,1959.0,2019.0,61.0,0.0,,,,,1959,2019,61,"28,432",0.896631552,219.7626353,0.12887233407834112,0.592127604865404,0.01305008842142361,220.61536350031687,0.4847628111897141,0.0206425518107358,0.4945946369995501,3.0917209567460597
6357502,6,6571,NEISSE RIVER,GOERLITZ,DE,51.16116,14.993192,1621.0,175.63,1912.0,2019.0,108.0,5.59756783,,,,,1912,2019,108,"16,879",0.532296144,328.3751659,0.1799954582438302,0.4083346184540186,0.011855034416535553,378.4559152052128,0.3728129622405971,0.0319160842139996,0.5952709535454032,5.74661708814546
6444090,6,6441,TISA,TISZABECS,HU,48.099998,22.816668,9707.0,115.0,1937.0,1995.0,59.0,33.23134855,1938.0,1995.0,58.0,55.45977011,1937,1995,59,"188,227",5.935926672,611.5099075,0.19513838760793345,0.4034817554978522,0.012061515882136631,781.422313862423,0.6682220001200867,0.0009195914522693,0.3308584084276441,17.529632111135864
6444380,6,6441,SAJO,FELSOEZSOLCA,HU,48.11,20.84,6440.0,107.0,1930.0,1995.0,66.0,0.495756659,1891.0,1995.0,105.0,5.714285714,1891,1995,105,"29,575",0.9326772,144.8256522,0.2469039188697822,0.3849180740111413,0.013187777734004596,382.5734474630621,0.5833165864410321,0.0074528145004824,0.4092305990584853,9.800467911894671
6457210,6,6571,GWDA,PTUSZA,PL,53.36666667,16.79638889,2057.6,79.78,1950.0,2014.0,65.0,0.0,1960.0,1980.0,21.0,0.0,1950,2014,65,"11,455",0.36124488,175.5661353,0.10352009385917339,0.6994931061809956,0.013921150312888158,149.10214618287446,0.5000784029278292,0.0064971834107389,0.493424413661432,1.3809669007875498
6457220,6,6571,WELNA,KOWANOWKO,PL,52.66861111,16.83666667,2614.0,51.244,1960.0,2020.0,61.0,0.0,,,,,1960,2020,61,"8,519",0.268655184,102.7755103,0.11561505734368628,0.6810135919761855,0.014110363288174782,93.5051440454184,0.2179787229893909,0.0099085917940992,0.7721126852165098,0.9427949055823738
6457230,6,6571,OLESNICA,NIECHMIROW,PL,51.38805556,18.76222222,595.7,147.94,1950.0,2020.0,71.0,0.0,1960.0,1980.0,21.0,0.0,1950,2020,71,"2,374",0.074866464,125.6781333,0.12433602385818572,0.608250232644092,0.013114798210614542,179.51291963607454,0.1665164216474723,0.0121871786737318,0.8212963996787956,0.893761011514535
6457240,6,6571,GRABIA,GRABNO,PL,51.45833333,18.98527778,807.9,141.5,1950.0,2020.0,71.0,0.0,1960.0,1980.0,21.0,0.0,1950,2020,71,"4,12",0.12992832,160.82228,0.11547141739303472,0.6331103767722123,0.013231067711397704,192.81295458759143,0.2038301658410555,0.009306000097915,0.7868638340610293,1.1119372759186603
6457260,6,6571,WRZESNICA,SAMARZEWO,PL,52.22333333,17.74305556,360.7,76.31,1960.0,2020.0,61.0,0.488250057,1960.0,1980.0,21.0,0.0,1960,2020,61,"1,016",0.032040576,88.82887718,0.11375246705304376,0.6798954093609442,0.014058810084732705,115.30966342055068,0.2013336646541385,0.0274097201126481,0.7712566152332133,0.7248923870025543
6457270,6,6571,POMIANKA,OPATOW,PL,51.21388889,18.16805556,129.8,158.69,1950.0,1991.0,42.0,0.0,1960.0,1980.0,21.0,0.0,1950,1991,42,"0,516",0.016272576,125.3665331,0.12882563462631624,0.5866582579393448,0.012828723363061732,187.37529775590647,0.2089932918556291,0.0024727499595276,0.7885339581848435,1.2030970670093288
6457280,6,6571,NIESOB,KUZNICA SKAKAWSKA,PL,51.27972222,18.13166667,243.0,151.983,1950.0,2020.0,71.0,0.0,1960.0,1980.0,21.0,0.0,1950,2020,71,"0,967",0.030495312,125.4951111,0.1362282127983048,0.5787143142617797,0.012849297737474109,186.3903972465257,0.1451490568748176,0.0210331164012352,0.8338178267239471,1.3332360575239277
6457290,6,6571,OLOBOK,OLOBOK,PL,51.63944444,18.06888889,444.6,109.18,1950.0,2020.0,71.0,0.043022528,1960.0,1980.0,21.0,0.0,1950,2020,71,"1,567",0.049416912,111.1491498,0.13125583399965782,0.6185683990991273,0.013442824975410994,141.6673278880597,0.169678743741837,0.0361265195399854,0.7941947367181775,1.2518931731735543
6457310,6,6571,LUTYNIA,RASZEWY,PL,52.09083333,17.61861111,533.0,73.824,1950.0,1991.0,42.0,0.0,1960.0,1980.0,21.0,0.0,1950,1991,42,"1,762",0.055566432,104.2522176,0.1277555630401873,0.6319482765328666,0.013566529560646643,124.42042194084205,0.1679193430932791,0.014743195241108,0.8173374616656127,1.0130217138450903
6457320,6,6571,"KOSCIANSKI, KANAL",KOSCIAN,PL,52.09,16.64416667,1265.7,64.235,1955.0,2020.0,66.0,0.0,1960.0,1980.0,21.0,0.0,1955,2020,66,"3,621",0.114191856,90.22031761,0.1294957049550128,0.6242845937276104,0.013505425410210017,100.11999750563028,0.1521689413681791,0.0091389908145566,0.8386920678172644,1.1729884729021287
6457340,6,6571,MOGILNICA,KONOJAD,PL,52.15111111,16.53222222,719.3,63.695,1950.0,2020.0,71.0,0.0,1960.0,1980.0,21.0,0.0,1950,2020,71,"1,624",0.051214464,71.20042263,0.12683123774719798,0.6512841706636253,0.014011388186308989,85.08965533985835,0.0959219077510938,0.0093337132779661,0.8947443789709403,0.6648189154261333
6457360,6,6571,STRUGA GULANIECKA,WAGROWIEC,PL,52.80833333,17.19416667,222.4,76.917,1950.0,1991.0,42.0,0.0,1960.0,1980.0,21.0,0.0,1950,1991,42,"0,693",0.021854448,98.26640288,0.1292400516214408,0.6328273124017109,0.013681112376697025,94.21874651155458,0.0977622345839073,0.0048186198877912,0.8974191455283015,0.9005094830141755
6457370,6,6571,FLINTA,RYCZYWOL,PL,52.81638889,16.83944444,283.0,70.461,1950.0,2020.0,71.0,1.693523154,1960.0,1980.0,21.0,0.0,1950,2020,71,"0,66",0.02081376,73.54685512,0.0891975678237931,0.7579338444808896,0.014491398885934363,92.53299899226488,0.512533887851939,0.0026483973718163,0.4848177147762446,0.9980171773603366
6457380,6,6571,SAMA,SZAMOTULY,PL,52.61222222,16.58138889,397.3,61.05,1950.0,2020.0,71.0,0.0,1960.0,1983.0,24.0,0.0,1950,2020,71,"1,044",0.032923584,82.86832117,0.12966735326165535,0.641710826025108,0.01381481758186433,89.90575153644211,0.1199266956984719,0.0129032314417694,0.8671700728597584,0.8619186322953651
6457707,6,6571,BOBR,ZAGAN,PL,51.61805556,15.31583333,4255.0,91.853,1950.0,2020.0,71.0,0.0,1951.0,1990.0,40.0,0.0,1950,2020,71,"37,208",1.173391488,275.7676823,0.1442631244013566,0.5163393436330452,0.012342764476823191,321.813999278738,0.4436862831268186,0.009478628289782,0.5468350885833995,4.219601202290822
6457840,6,6571,WARTA,SIERADZ,PL,51.59944444,18.7425,8156.1,125.04,1950.0,2020.0,71.0,0.0,,,,,1950,2020,71,"44,191",1.393607376,170.866882,0.13007170360399148,0.5989566125019796,0.013093343276749946,220.9171399692699,0.2816132631498321,0.0183503891802324,0.7000363476699352,1.334366276906252
6457850,6,6571,WARTA,DZIALOSZYN,PL,51.11,18.87333333,4093.6,172.55,1950.0,2020.0,71.0,0.0,,,,,1950,2020,71,"24,069",0.759039984,185.4211413,0.14170668921358326,0.5596722733015909,0.012773454147603384,254.47686867242297,0.3401578877525205,0.0200455882015427,0.6397965240459369,1.4650161994963824
6457860,6,6571,WARTA,PORAJ,PL,50.67333333,19.20388889,393.2,264.183,1960.0,2020.0,61.0,0.0,,,,,1960,2020,61,"2,752",0.086787072,220.7199186,0.16706189919823253,0.48514842370128414,0.012353709463646383,325.4785351080998,0.3329778913161622,0.0329803348796039,0.6340417738042341,1.9077739540381269
6457880,6,6571,LISWARTA,NIWKI,PL,50.82083333,18.6625,109810.7,231.505,1960.0,2020.0,61.0,0.0,1960.0,1980.0,21.0,0.0,1960,2020,61,"1,453",0.045821808,0.417279992,0.1422988399097561,0.5239238999514106,0.012389704513825744,266.8689556861998,0.409205170425265,0.0027929448131384,0.588001884761597,1.3301963354287274
6457955,6,6571,PROSNA,MIRKOW,PL,51.31555556,18.15472222,1242.0,144.565,1950.0,2020.0,71.0,0.0,,,,,1950,2020,71,"5,009",0.157963824,127.1850435,0.13567136931278811,0.5501846116897073,0.012535634246260864,194.74076887606853,0.181094410466226,0.0075141841515161,0.8113914053822578,1.3074138021531032
6457956,6,6571,PROSNA,BOGUSLAW,PL,51.89833333,17.95361111,4282.3,87.865,1950.0,2020.0,71.0,0.0,1951.0,1990.0,40.0,0.0,1950,2020,71,"15,586",0.491520096,114.7794634,0.12367043654551337,0.6225927430741629,0.013331244638718908,158.31444509640323,0.1797464623907512,0.0117284228475862,0.8085251147616624,1.1104156074390616
6457985,6,6571,DRAWA,DRAWINY,PL,52.88555556,15.97722222,3281.0,29.793,1955.0,2020.0,66.0,0.0,,,,,1955,2020,66,"20,958",0.660931488,201.4420872,0.09148147702980522,0.7353781570096313,0.014117719889737477,109.40518232097264,0.636989080560067,0.0022130042281651,0.3607979152117679,1.828260655281416
6458203,6,6581,SKAWA,WADOWICE,PL,49.87722222,19.51111111,107.3,254.03,1950.0,2020.0,71.0,0.0,1951.0,1990.0,40.0,0.0,1950,2020,71,"12,339",0.389122704,3626.493048,0.20066602130160976,0.3733726998368849,0.011915593236937137,578.1898713088177,0.7423679388042884,0.0036194869980718,0.2540125741976398,12.173820048266158
6458406,6,6581,DUNAJEC,NOWY SACZ,PL,49.62722222,20.68722222,4337.4,275.635,1949.0,2020.0,72.0,0.0,1945.0,1990.0,46.0,0.0,1945,2020,76,"64,826",2.044352736,471.3313819,0.1859069787441448,0.3980437815878728,0.011824912975835941,793.753338432269,0.6208705557209514,0.0049638603341829,0.374165583944866,12.642354004585254
6458713,6,6581,WIEPRZ,KRASNYSTAW,PL,50.98527778,23.17666667,3010.2,173.862,1950.0,2020.0,71.0,0.0,1951.0,1990.0,40.0,0.0,1950,2020,71,"12,355",0.38962728,129.4356787,0.17101109985839552,0.3680066103749703,0.012105361887074404,244.8391592000853,0.152339934231541,0.0045659678988986,0.8430940978695606,2.7189203299523226
6458753,6,6581,PILICA,PRZEDBORZ,PL,51.08944444,19.87527778,2550.1,187.222,1950.0,2020.0,71.0,0.0,1951.0,1990.0,40.0,0.0,1950,2020,71,"14,929",0.470800944,184.6205812,0.15626680691783848,0.5101417959070466,0.012724914771490108,268.3583734346696,0.3403306109344326,0.0035868143637271,0.6560825747018402,1.749444882539119
6458924,6,6581,LIWIEC,LOCHOW,PL,52.51,21.67833333,2471.4,94.91,1950.0,2020.0,71.0,0.0,1951.0,1990.0,40.0,0.0,1950,2020,71,"10,448",0.329488128,133.320437,0.11362933257252043,0.6672259419931507,0.013813237630137627,153.30562683894408,0.1616696783935917,0.0057187779272658,0.832611543679142,1.025871045022283
6502141,6,6021,"BROSNA, RIVER",FERBANE,IE,53.270127,-7.827835,1162.8,-999.0,1952.0,2005.0,54.0,3.865571931,,,,,1952,2005,54,"17,279",0.544910544,468.6193189,0.21318450378982765,0.4458131447496532,0.013098820116016834,86.7833991601685,0.213530553071671,0.0036298504527504,0.7828395964755788,1.4668605484177093
6502151,6,6021,"SUCK, RIVER",DARRYCAHILL,IE,53.3833,-8.2333,1050.0,-999.0,1954.0,2010.0,57.0,3.252272169,,,,,1954,2010,57,"20,919",0.659701584,628.2872229,0.20388560516248122,0.45650170703069665,0.012909260668477364,77.68129204688242,0.2429994860974292,0.0001815043802367,0.7568190095223339,1.4327391986803713
6502171,6,6021,BOYLE RIVER,TINACARRA,IE,53.965579,-8.350358,519.9,-999.0,1957.0,2002.0,46.0,0.996225481,,,,,1957,2002,46,"11,619",0.366416784,704.7831968,0.19746206825919327,0.4629425139248232,0.012815163470659472,91.67904013586433,0.2994212278982579,0.0006528786408307,0.6999258934609114,1.5646861008846302
6503105,6,6030,CLARE RIVER,CORROFIN,IE,53.434114,-8.864234,699.9,-999.0,1951.0,2005.0,55.0,25.2829426,,,,,1951,2005,55,"14,755",0.46531368,664.8288041,0.20546884034911841,0.44659795651138234,0.012833468808141185,67.91186035216099,0.1316905316957163,0.0006835167781123,0.8676259515261713,1.391728422728618
6503160,6,6030,BONET RIVER,DROMAHAIR,IE,54.22678,-8.299467,263.7,-999.0,1957.0,2004.0,48.0,6.072274882,,,,,1957,2004,48,"11,215",0.35367624,1341.206826,0.22332195266190563,0.42380079018357764,0.013155582593476399,156.28873784388875,0.5856574521368915,0.00102214892466,0.4133203989384485,6.571261461285688
6503180,6,6030,"FERGUS, RIVER",BALLYCOREY,IE,52.870153,-8.974434,511.4,-999.0,1956.0,2010.0,55.0,1.735159817,,,,,1956,2010,55,"10,347",0.326302992,638.0582558,0.2168407960051587,0.4169811592965897,0.012804590617477407,70.64084031267465,0.2709201473994336,0.0029426274764317,0.7261372251241346,2.955909134245754
6503201,6,6030,ERNE,BELTURBET,IE,54.097369,-7.451578,1491.8,-999.0,1958.0,2008.0,51.0,6.726578055,,,,,1958,2008,51,"28,45",0.8971992,601.4205658,0.21214467560529307,0.43384484461782896,0.012914760981604177,105.52843703508556,0.1308720087369845,0.0008773053432097,0.8682506859198056,3.192038835934319
6503250,6,6030,"FEALE, RIVER",LISTOWEL,IE,52.44235,-9.475741,646.8,-999.0,1946.0,2008.0,63.0,5.934349043,,,,,1946,2008,63,"20,779",0.655286544,1013.120816,0.21097718783972358,0.3964833797599389,0.012331691326624216,193.0162544606513,0.3405833229511915,0.0,0.6594166770488086,5.16770389848105
6503260,6,6030,BANDON RIVER,CURRANURE,IE,51.746798,-8.682488,423.7,-999.0,1975.0,2009.0,35.0,3.390643743,,,,,1975,2009,35,"14,796",0.466606656,1101.266594,0.21286639130881857,0.39014202269469,0.012286440477475789,125.50806361710912,0.163075050465129,0.0011659287403944,0.8357590207944764,5.771088502395201
6503280,6,6030,"SUIR, RIVER",CLONMEL,IE,52.351886,-7.695507,2143.7,-999.0,1953.0,2008.0,56.0,1.009192646,,,,,1953,2008,56,"48,586",1.532208096,714.7493101,0.216197349286383,0.4169735290867548,0.01280740708803787,145.8941366287226,0.1838806271898242,0.0013216628208476,0.8147977099893283,4.315383726158293
6503281,6,6030,"SUIR, RIVER",CATHER PARK,IE,52.459227,-7.922983,1582.7,-999.0,1953.0,2008.0,56.0,0.864308553,,,,,1953,2008,56,"31,521",0.994046256,628.069916,0.2194705429938404,0.4192021201521421,0.01294047417390482,137.84189093101438,0.1331670669837708,0.0014616278996811,0.8653713051165481,3.222785911414474
6503282,6,6030,"SUIR, RIVER",NEW BRIDGE,IE,52.459227,-7.997494,1090.3,-999.0,1954.0,2008.0,55.0,4.394823649,,,,,1954,2008,55,"23,066",0.727409376,667.1644281,,,,,,,,
6503300,6,6030,"NORE, RIVER",BROWNSBARN,IE,52.500215,-7.092211,2418.3,-999.0,1972.0,2006.0,35.0,0.634870248,,,,,1972,2006,35,"39,875",1.257498,519.9925568,0.22238288803161324,0.41035063938598687,0.012936603098569012,135.7215028579705,0.1004719565919143,0.0016191420950843,0.8979089013130015,2.883741715384233
6503301,6,6030,"NORE, RIVER",JOHNS BRIDGE,IE,52.651727,-7.250194,1644.1,-999.0,1965.0,2007.0,43.0,12.83202874,,,,,1965,2007,43,"26,83",0.84611088,514.6346816,0.22058701081117213,0.41779946891694697,0.012987384851421178,148.9222487233446,0.1326055850221863,0.0009903144301003,0.8664041005477133,2.884286230442608
6503351,6,6030,"BARROW, RIVER",ROYAL OAK,IE,52.699713,-6.981496,2419.4,-999.0,1972.0,2009.0,38.0,1.47704007,,,,,1972,2009,38,"33,292",1.049896512,433.9491246,0.21153859743703626,0.44461929897588726,0.013037671590552668,97.13290372276452,0.1977340923346224,0.0044185558566382,0.7978473518087392,1.7940801365950836
